nationalInsuranceNumber,lastName,dateOfBirth,nationalAsylumSeekerServiceNumber,group
AB264947D,SCTLAENGCY,1990-01-01,,RichcBulk
AB774546D,HWPJVHRZGD,1990-01-01,,RichcBulk
AB931285D,IHOBOXBIAH,1990-01-01,,RichcBulk
AB704787D,SDIVLUEBIR,1990-01-01,,RichcBulk
AB780976D,LZZLGFNTJZ,1990-01-01,,RichcBulk
AB727636D,YADEBRHLCP,1990-01-01,,RichcBulk
AB555603D,WSROIIXWIU,1990-01-01,,RichcBulk
AB163383D,HQMLPSEKEI,1990-01-01,,RichcBulk
AB319367D,TZPEHMGEVE,1990-01-01,,RichcBulk
AB326635D,XAGARFPLEP,1990-01-01,,RichcBulk
AB281425D,RMZRRCJMDF,1990-01-01,,RichcBulk
AB588389D,KLGXYUFEOX,1990-01-01,,RichcBulk
AB585090D,VUVOXQCLVW,1990-01-01,,RichcBulk
AB453234D,WTTGGMUYST,1990-01-01,,RichcBulk
AB864849D,HOVONNEMOQ,1990-01-01,,RichcBulk
AB367247D,XHMFBBSNVJ,1990-01-01,,RichcBulk
AB807650D,ZLSSEWXZNQ,1990-01-01,,RichcBulk
AB284048D,SSAMQJQUGD,1990-01-01,,RichcBulk
AB956182D,ASLIPKKUFN,1990-01-01,,RichcBulk
AB473005D,ENIFXANJXA,1990-01-01,,RichcBulk
AB475512D,FNLMOOEION,1990-01-01,,RichcBulk
AB817252D,ZYDFPTWMUP,1990-01-01,,RichcBulk
AB442094D,VVBHIXCSDV,1990-01-01,,RichcBulk
AB632516D,JAHWOOLVLI,1990-01-01,,RichcBulk
AB321690D,VEGMHRLEMK,1990-01-01,,RichcBulk
AB954465D,TVZCMNLNNB,1990-01-01,,RichcBulk
AB510505D,REJKIIJAZB,1990-01-01,,RichcBulk
AB779199D,RZZCXNAYOM,1990-01-01,,RichcBulk
AB235058D,AQCWDUMDTD,1990-01-01,,RichcBulk
AB916390D,LTDKHPEXSI,1990-01-01,,RichcBulk
AB717934D,JMAGJACOEF,1990-01-01,,RichcBulk
AB936739D,SNZCHQEFPT,1990-01-01,,RichcBulk
AB248339D,ROLSBQESWJ,1990-01-01,,RichcBulk
AB142165D,VRNLUUVSRK,1990-01-01,,RichcBulk
AB561282D,ARSGYCSJSA,1990-01-01,,RichcBulk
AB625785D,MMZMXRSPCO,1990-01-01,,RichcBulk
AB761115D,QYTLVASWGE,1990-01-01,,RichcBulk
AB147855D,PQJYNOGVGR,1990-01-01,,RichcBulk
AB332056D,HWRBLTRNFT,1990-01-01,,RichcBulk
AB809246D,ARLSUWIPWN,1990-01-01,,RichcBulk
AB552471D,TWWCRPLKJV,1990-01-01,,RichcBulk
AB779816D,YVDCYPMQNU,1990-01-01,,RichcBulk
AB627400D,OQIKSPWYHX,1990-01-01,,RichcBulk
AB530089D,IVSUOJUDLV,1990-01-01,,RichcBulk
AB312226D,UZFHFLSNXG,1990-01-01,,RichcBulk
AB747182D,HOILXTZWVO,1990-01-01,,RichcBulk
AB520281D,MFHSMBRROS,1990-01-01,,RichcBulk
AB638399D,QUCAQZOYZH,1990-01-01,,RichcBulk
AB549121D,HOXYIVPPAU,1990-01-01,,RichcBulk
AB174313D,SOTGPQWVJJ,1990-01-01,,RichcBulk
AB296063D,RPPNLLMTRU,1990-01-01,,RichcBulk
AB315004D,BMGCQKNQWP,1990-01-01,,RichcBulk
AB209178D,DJNSQEZPTL,1990-01-01,,RichcBulk
AB864500D,UTYMZFUYDJ,1990-01-01,,RichcBulk
AB513553D,HDFTDFJAAZ,1990-01-01,,RichcBulk
AB154676D,HDVRFNIYBJ,1990-01-01,,RichcBulk
AB165505D,LRDESWWNLC,1990-01-01,,RichcBulk
AB491320D,HHFGZTFUSR,1990-01-01,,RichcBulk
AB732371D,UMUYVUQKHU,1990-01-01,,RichcBulk
AB666401D,AECHXJJRFP,1990-01-01,,RichcBulk
AB817365D,SRWLMWFIPV,1990-01-01,,RichcBulk
AB240309D,CTCSUFUBRU,1990-01-01,,RichcBulk
AB234884D,VMQNSODWJN,1990-01-01,,RichcBulk
AB290480D,GZQIMKFQDQ,1990-01-01,,RichcBulk
AB916342D,NVNTMQAIVQ,1990-01-01,,RichcBulk
AB441666D,ZRTBLRWZEV,1990-01-01,,RichcBulk
AB977554D,FUHRHQOGYU,1990-01-01,,RichcBulk
AB192469D,BDBFIFNDAL,1990-01-01,,RichcBulk
AB285171D,BTSVWHADKR,1990-01-01,,RichcBulk
AB359769D,YUUBJVDFAX,1990-01-01,,RichcBulk
AB648319D,WIWEUSGSQX,1990-01-01,,RichcBulk
AB323152D,VPHODJYLLN,1990-01-01,,RichcBulk
AB246687D,MMKSVQJJIZ,1990-01-01,,RichcBulk
AB756205D,BGJPAAMKSU,1990-01-01,,RichcBulk
AB211632D,PRQBFAUQNF,1990-01-01,,RichcBulk
AB112937D,LPACQXXGBG,1990-01-01,,RichcBulk
AB303949D,WQAYVIXAXF,1990-01-01,,RichcBulk
AB534751D,FUIOITLJSP,1990-01-01,,RichcBulk
AB614397D,PKUMFBWTKR,1990-01-01,,RichcBulk
AB835944D,CHQLQPSUBP,1990-01-01,,RichcBulk
AB185554D,JCKAFIMKJA,1990-01-01,,RichcBulk
AB411430D,MYLNEDBTHX,1990-01-01,,RichcBulk
AB889516D,XZASISOOBY,1990-01-01,,RichcBulk
AB454141D,SBEDZSBOBT,1990-01-01,,RichcBulk
AB298732D,WBEIWFOHYR,1990-01-01,,RichcBulk
AB153956D,XUMLMSWZBR,1990-01-01,,RichcBulk
AB321772D,CQCMCFUCUJ,1990-01-01,,RichcBulk
AB383509D,TYLDNGDRKY,1990-01-01,,RichcBulk
AB287738D,CSHWXGJGSM,1990-01-01,,RichcBulk
AB548449D,RPCUROUBSA,1990-01-01,,RichcBulk
AB454482D,GENFNIKCLD,1990-01-01,,RichcBulk
AB764219D,IWYWFPZKXE,1990-01-01,,RichcBulk
AB755811D,ZJVOBSRDXH,1990-01-01,,RichcBulk
AB967756D,VCUARGUGGV,1990-01-01,,RichcBulk
AB793662D,ANQSHUOXYF,1990-01-01,,RichcBulk
AB507931D,KRDGLLGNPQ,1990-01-01,,RichcBulk
AB836094D,JTXRMEHJGR,1990-01-01,,RichcBulk
AB214314D,REWLYYPDLJ,1990-01-01,,RichcBulk
AB798978D,HJJCLVZSQN,1990-01-01,,RichcBulk
AB606816D,FYXZCYGPXZ,1990-01-01,,RichcBulk
AB907263D,LTMUBMUXKG,1990-01-01,,RichcBulk
AB360166D,ZTHUUWTFKL,1990-01-01,,RichcBulk
AB402513D,EBVZYLRSLQ,1990-01-01,,RichcBulk
AB461914D,RWAZQMJCDC,1990-01-01,,RichcBulk
AB459422D,ZJTXXATIQG,1990-01-01,,RichcBulk
AB951441D,RNCMPHEICF,1990-01-01,,RichcBulk
AB446126D,HRFCMNJFCV,1990-01-01,,RichcBulk
AB104091D,OIMMEDVBCK,1990-01-01,,RichcBulk
AB731492D,TKCCLIMTRR,1990-01-01,,RichcBulk
AB900158D,ETSNGGBYFD,1990-01-01,,RichcBulk
AB345521D,KRABJQUFYV,1990-01-01,,RichcBulk
AB767629D,MSJEXCSKNK,1990-01-01,,RichcBulk
AB285743D,TFKWTUATZR,1990-01-01,,RichcBulk
AB655407D,OKQBJLELSJ,1990-01-01,,RichcBulk
AB406082D,SFQTHBHRSA,1990-01-01,,RichcBulk
AB890553D,XCGCGVKCZX,1990-01-01,,RichcBulk
AB862839D,YOPNPWLGQM,1990-01-01,,RichcBulk
AB544385D,KBESIHFPJI,1990-01-01,,RichcBulk
AB911972D,ZCZXLANSFJ,1990-01-01,,RichcBulk
AB909036D,YEILIFTQKB,1990-01-01,,RichcBulk
AB918318D,YAJLCJPAXL,1990-01-01,,RichcBulk
AB128115D,JSNKPTTBLH,1990-01-01,,RichcBulk
AB154010D,HTLWWQBIXQ,1990-01-01,,RichcBulk
AB908315D,DLLQAKUVCG,1990-01-01,,RichcBulk
AB500484D,DJHUTIQLZA,1990-01-01,,RichcBulk
AB606777D,GZGRQHYVRB,1990-01-01,,RichcBulk
AB850664D,JNHZUEMCDL,1990-01-01,,RichcBulk
AB548407D,RKHRDVQVAD,1990-01-01,,RichcBulk
AB479508D,RJWXKAYSOK,1990-01-01,,RichcBulk
AB506690D,IPQPETBJWG,1990-01-01,,RichcBulk
AB644740D,WJFMALLMGO,1990-01-01,,RichcBulk
AB859023D,CGXPBKXCVX,1990-01-01,,RichcBulk
AB845728D,INYVMEKRMQ,1990-01-01,,RichcBulk
AB526392D,XJBPDZSKOW,1990-01-01,,RichcBulk
AB935691D,PGSALNNTEO,1990-01-01,,RichcBulk
AB358545D,SXWXUEQYCQ,1990-01-01,,RichcBulk
AB532343D,SAQVJVKVCW,1990-01-01,,RichcBulk
AB218030D,HAMQTMIZID,1990-01-01,,RichcBulk
AB448184D,ITTBHHLGBU,1990-01-01,,RichcBulk
AB217247D,NTPQEAPFDZ,1990-01-01,,RichcBulk
AB698070D,LXQUOYJAAW,1990-01-01,,RichcBulk
AB250590D,STJFJLDBNC,1990-01-01,,RichcBulk
AB944456D,QSCINVMMOF,1990-01-01,,RichcBulk
AB500497D,XDYDSOEZPG,1990-01-01,,RichcBulk
AB231762D,CGEFHXAQXA,1990-01-01,,RichcBulk
AB433331D,JXZNNAZPVW,1990-01-01,,RichcBulk
AB698042D,RLECNYZPIE,1990-01-01,,RichcBulk
AB814249D,TEFDBCSLZN,1990-01-01,,RichcBulk
AB856693D,VTSKZGHCLY,1990-01-01,,RichcBulk
AB675873D,SNDGTVYGIN,1990-01-01,,RichcBulk
AB360017D,SLVBOVJHAG,1990-01-01,,RichcBulk
AB254736D,XRGFYPVFBU,1990-01-01,,RichcBulk
AB486054D,EVCTAYMMIB,1990-01-01,,RichcBulk
AB662052D,HBJKMGZOIT,1990-01-01,,RichcBulk
AB441535D,ICUUYPOYDW,1990-01-01,,RichcBulk
AB532561D,LMAOTCJVQG,1990-01-01,,RichcBulk
AB729296D,BPJYAWQCSZ,1990-01-01,,RichcBulk
AB358076D,DTZGNRWXDM,1990-01-01,,RichcBulk
AB920198D,WMWIPBQYXF,1990-01-01,,RichcBulk
AB462768D,PJZQYPOFRH,1990-01-01,,RichcBulk
AB617250D,SRLZHEDQLV,1990-01-01,,RichcBulk
AB498271D,YMCAKYQSRH,1990-01-01,,RichcBulk
AB576490D,XUWDOWWVCP,1990-01-01,,RichcBulk
AB882667D,GBKCOPVZYZ,1990-01-01,,RichcBulk
AB714020D,EKFJKPISYL,1990-01-01,,RichcBulk
AB656753D,CUFVFOUFYF,1990-01-01,,RichcBulk
AB247508D,HJRMKVRSDZ,1990-01-01,,RichcBulk
AB725650D,GQUYVBDZLK,1990-01-01,,RichcBulk
AB639197D,FMYTUKJQOO,1990-01-01,,RichcBulk
AB175545D,NJQCOIQNGY,1990-01-01,,RichcBulk
AB197997D,JMGKVGFDZU,1990-01-01,,RichcBulk
AB245222D,GTAPNIPAIA,1990-01-01,,RichcBulk
AB127026D,MLXSTNTNIJ,1990-01-01,,RichcBulk
AB554058D,OMXULIQEKB,1990-01-01,,RichcBulk
AB919752D,CZIHFQXERC,1990-01-01,,RichcBulk
AB707761D,MTFKSOAWGI,1990-01-01,,RichcBulk
AB871107D,WUJCFHRYDL,1990-01-01,,RichcBulk
AB208347D,VGJIVEHROB,1990-01-01,,RichcBulk
AB941248D,BXSMWDHMRA,1990-01-01,,RichcBulk
AB332423D,IOCNPMRELR,1990-01-01,,RichcBulk
AB704151D,SRVKNODGPO,1990-01-01,,RichcBulk
AB658150D,BARDDXJEJW,1990-01-01,,RichcBulk
AB847917D,AMUFESJGUQ,1990-01-01,,RichcBulk
AB583515D,MKIFCAESZF,1990-01-01,,RichcBulk
AB425669D,ZKFJKQWBQJ,1990-01-01,,RichcBulk
AB413793D,UKNKVBDEEE,1990-01-01,,RichcBulk
AB347048D,LMXHMZCBKB,1990-01-01,,RichcBulk
AB652448D,QKKIFANKJK,1990-01-01,,RichcBulk
AB134430D,WQKXXVMIKQ,1990-01-01,,RichcBulk
AB843051D,SYXURBRNWL,1990-01-01,,RichcBulk
AB331907D,EHYIREWYTA,1990-01-01,,RichcBulk
AB940341D,ESOZNKUOER,1990-01-01,,RichcBulk
AB140608D,MZEDBFCCBI,1990-01-01,,RichcBulk
AB990524D,ODDNYOFJXN,1990-01-01,,RichcBulk
AB935578D,RPHLPHGFBL,1990-01-01,,RichcBulk
AB964858D,CAKVGYFIAU,1990-01-01,,RichcBulk
AB374548D,DSALTMKBTU,1990-01-01,,RichcBulk
AB884088D,RXREOFGSTQ,1990-01-01,,RichcBulk
AB285948D,LZIENHJBOV,1990-01-01,,RichcBulk
AB178487D,JKKOWUWBIY,1990-01-01,,RichcBulk
AB828698D,JHSSNPKURY,1990-01-01,,RichcBulk
AB719119D,LMMNIBNIDH,1990-01-01,,RichcBulk
AB681948D,ULDWXULEGO,1990-01-01,,RichcBulk
AB283044D,IMOFBUMPDE,1990-01-01,,RichcBulk
AB694565D,YLOPOUQGQB,1990-01-01,,RichcBulk
AB790297D,BFFUISFCSL,1990-01-01,,RichcBulk
AB661462D,LXGSIIPAPN,1990-01-01,,RichcBulk
AB639664D,BQOLGQBERI,1990-01-01,,RichcBulk
AB772230D,VHHOWOQWNF,1990-01-01,,RichcBulk
AB200073D,YWKJSGVMEW,1990-01-01,,RichcBulk
AB185797D,RHMLWSGCZJ,1990-01-01,,RichcBulk
AB375547D,ESPWUITLON,1990-01-01,,RichcBulk
AB852447D,QZIJZQHEIZ,1990-01-01,,RichcBulk
AB791787D,VPYWJKXIAV,1990-01-01,,RichcBulk
AB770893D,RXRMXRIRAR,1990-01-01,,RichcBulk
AB369908D,VICQBJKCQL,1990-01-01,,RichcBulk
AB251317D,KUHAKJMGTS,1990-01-01,,RichcBulk
AB393678D,LNALWAIFWV,1990-01-01,,RichcBulk
AB995014D,ZGRMVFJPXG,1990-01-01,,RichcBulk
AB584690D,GFQQJNNWKQ,1990-01-01,,RichcBulk
AB331739D,CWNFNRCGAG,1990-01-01,,RichcBulk
AB660320D,MIKHKOKJSP,1990-01-01,,RichcBulk
AB680940D,XIWIXSOUPX,1990-01-01,,RichcBulk
AB161165D,DAGOQPWXCC,1990-01-01,,RichcBulk
AB439810D,OMYGEKLPRX,1990-01-01,,RichcBulk
AB214840D,ITODUTPXEZ,1990-01-01,,RichcBulk
AB282825D,DWVOVNCUQQ,1990-01-01,,RichcBulk
AB875815D,HTBNWWGGBL,1990-01-01,,RichcBulk
AB562249D,YGXTHTVSGP,1990-01-01,,RichcBulk
AB990213D,LLNKWALFDG,1990-01-01,,RichcBulk
AB843192D,IWBLMXJBUB,1990-01-01,,RichcBulk
AB669012D,SDCQCEYBET,1990-01-01,,RichcBulk
AB453287D,YAULTOOPND,1990-01-01,,RichcBulk
AB136864D,XUPTVQMRKN,1990-01-01,,RichcBulk
AB741292D,GTKNNMVLQA,1990-01-01,,RichcBulk
AB480704D,NJFDBAHXKB,1990-01-01,,RichcBulk
AB800383D,QLOZEQXHUV,1990-01-01,,RichcBulk
AB542603D,QYITQFOTYV,1990-01-01,,RichcBulk
AB891651D,DXHESZYJOJ,1990-01-01,,RichcBulk
AB511311D,SABPZEVTBP,1990-01-01,,RichcBulk
AB868407D,UVVOSBLXAR,1990-01-01,,RichcBulk
AB972205D,SNTKXCGUOH,1990-01-01,,RichcBulk
AB798364D,KFQQOGWTYU,1990-01-01,,RichcBulk
AB641885D,UTRNTNEQKB,1990-01-01,,RichcBulk
AB263041D,SFWRSVNTZV,1990-01-01,,RichcBulk
AB787402D,GKFUYPVGMJ,1990-01-01,,RichcBulk
AB497857D,HGCLTZBKXL,1990-01-01,,RichcBulk
AB950625D,WREFTXNKIR,1990-01-01,,RichcBulk
AB621184D,IQEIDHOECR,1990-01-01,,RichcBulk
AB202440D,TPTVQHTELF,1990-01-01,,RichcBulk
AB682161D,INKBDLMVLL,1990-01-01,,RichcBulk
AB830471D,OSIGSAFHQO,1990-01-01,,RichcBulk
AB361624D,WRBMIWRDFZ,1990-01-01,,RichcBulk
AB548055D,BDWTEHHTXT,1990-01-01,,RichcBulk
AB991105D,SQQANRQEFF,1990-01-01,,RichcBulk
AB471454D,QSGEUMJNYR,1990-01-01,,RichcBulk
AB674992D,NXQEZQZSUC,1990-01-01,,RichcBulk
AB610243D,WLLPHSOCFX,1990-01-01,,RichcBulk
AB688280D,MNNQMJPKMJ,1990-01-01,,RichcBulk
AB195517D,DFPMDPDDHF,1990-01-01,,RichcBulk
AB962595D,FNUVYXUMCB,1990-01-01,,RichcBulk
AB309778D,PTKZMOVYXY,1990-01-01,,RichcBulk
AB750317D,EMMGRPHLNK,1990-01-01,,RichcBulk
AB687108D,LPQEPNMSXV,1990-01-01,,RichcBulk
AB435443D,XTZPXAITEX,1990-01-01,,RichcBulk
AB733878D,BKCNRPSOUQ,1990-01-01,,RichcBulk
AB439979D,CJBXRNHMQE,1990-01-01,,RichcBulk
AB534633D,TRSVCCRQIX,1990-01-01,,RichcBulk
AB731669D,NAJABZCRFE,1990-01-01,,RichcBulk
AB888698D,OXKXIPFPLM,1990-01-01,,RichcBulk
AB700461D,QMQYIZLBNV,1990-01-01,,RichcBulk
AB743530D,YWPXTTTGTX,1990-01-01,,RichcBulk
AB419328D,RGBIAQATMN,1990-01-01,,RichcBulk
AB533286D,FXQBWLVRZT,1990-01-01,,RichcBulk
AB170734D,SDYUYUQSKC,1990-01-01,,RichcBulk
AB113131D,MZYMAKXFSS,1990-01-01,,RichcBulk
AB686141D,JYCFXQFIXV,1990-01-01,,RichcBulk
AB126607D,DJVRIJOYKG,1990-01-01,,RichcBulk
AB511922D,CRREYJFEQP,1990-01-01,,RichcBulk
AB624533D,EGLUBVYXZD,1990-01-01,,RichcBulk
AB360465D,OTIWFNNQGH,1990-01-01,,RichcBulk
AB961680D,GZUSBNHAUS,1990-01-01,,RichcBulk
AB473845D,VXDUPTFLXM,1990-01-01,,RichcBulk
AB668052D,YISUNOBATB,1990-01-01,,RichcBulk
AB425231D,JUWSFJQUNY,1990-01-01,,RichcBulk
AB343785D,IQVXQTZULI,1990-01-01,,RichcBulk
AB314708D,BHICYLBLZC,1990-01-01,,RichcBulk
AB289849D,UPIYFASTQN,1990-01-01,,RichcBulk
AB431553D,ASYXVCOYXL,1990-01-01,,RichcBulk
AB989644D,SUCLXHYVAU,1990-01-01,,RichcBulk
AB303704D,SFJQRULGBE,1990-01-01,,RichcBulk
AB333833D,ZKNHQRFDHF,1990-01-01,,RichcBulk
AB222913D,QWMOTQFFGD,1990-01-01,,RichcBulk
AB692408D,GNKWAJFOVE,1990-01-01,,RichcBulk
AB221997D,HOSPQQOPSY,1990-01-01,,RichcBulk
AB353935D,MYKSUELMAH,1990-01-01,,RichcBulk
AB405112D,MHWESGZLML,1990-01-01,,RichcBulk
AB240239D,NYKFGPVPYC,1990-01-01,,RichcBulk
AB408360D,CDFTDEYRHK,1990-01-01,,RichcBulk
AB335433D,WHIMQAREPT,1990-01-01,,RichcBulk
AB668555D,ZGQKXDJAPS,1990-01-01,,RichcBulk
AB307832D,ERQIYGWSQQ,1990-01-01,,RichcBulk
AB709366D,OCLTQUDHEX,1990-01-01,,RichcBulk
AB701144D,WSYCOAKFCJ,1990-01-01,,RichcBulk
AB965599D,CUWIVMWNEK,1990-01-01,,RichcBulk
AB299779D,EPTVTDXGVS,1990-01-01,,RichcBulk
AB673967D,OXNCYBYALS,1990-01-01,,RichcBulk
AB991399D,LOXKDXQWAI,1990-01-01,,RichcBulk
AB595910D,HBSKRGCNCQ,1990-01-01,,RichcBulk
AB118925D,SIWJUXRTZC,1990-01-01,,RichcBulk
AB939747D,JIMYGKZEKP,1990-01-01,,RichcBulk
AB449272D,ISHVLMVFXH,1990-01-01,,RichcBulk
AB633070D,GODNSVNHVR,1990-01-01,,RichcBulk
AB493851D,VQWCFITZRO,1990-01-01,,RichcBulk
AB162774D,QVIJHEQLJN,1990-01-01,,RichcBulk
AB257773D,SKHRICPDHG,1990-01-01,,RichcBulk
AB989673D,NQKXKYSXTL,1990-01-01,,RichcBulk
AB660672D,ODYKJREOWU,1990-01-01,,RichcBulk
AB806544D,MVKOMYPYIP,1990-01-01,,RichcBulk
AB332046D,MLYTUYEKSX,1990-01-01,,RichcBulk
AB345890D,CHGOBZCOHZ,1990-01-01,,RichcBulk
AB811900D,FLMSYPBVPQ,1990-01-01,,RichcBulk
AB708887D,TXDLNLKHPG,1990-01-01,,RichcBulk
AB921763D,UXBNJMUFIC,1990-01-01,,RichcBulk
AB562601D,DMKKSGPBAT,1990-01-01,,RichcBulk
AB106596D,FQTNRCBQJI,1990-01-01,,RichcBulk
AB834057D,YLFMRDAWUV,1990-01-01,,RichcBulk
AB358282D,RPYSMAAZRQ,1990-01-01,,RichcBulk
AB431514D,FVDIIWZACE,1990-01-01,,RichcBulk
AB457735D,QZVNABQYHS,1990-01-01,,RichcBulk
AB589897D,VQLSLTPRIO,1990-01-01,,RichcBulk
AB711238D,PALTORWPMG,1990-01-01,,RichcBulk
AB232522D,NHDIIEDRKQ,1990-01-01,,RichcBulk
AB832709D,UPQPHNFJDW,1990-01-01,,RichcBulk
AB330232D,IOMMCZWJGQ,1990-01-01,,RichcBulk
AB671735D,XXJDNBWKVU,1990-01-01,,RichcBulk
AB441966D,PDLOFYYWES,1990-01-01,,RichcBulk
AB362582D,PXWJPRLLKW,1990-01-01,,RichcBulk
AB911940D,PAPSHSGVQY,1990-01-01,,RichcBulk
AB758551D,BPEVFLNAYF,1990-01-01,,RichcBulk
AB773434D,CPBOOWSRPO,1990-01-01,,RichcBulk
AB617439D,DOUHFRDQRQ,1990-01-01,,RichcBulk
AB376777D,ARTPCSWDRL,1990-01-01,,RichcBulk
AB339034D,XPYWAZQODO,1990-01-01,,RichcBulk
AB793601D,WEZFDZZFWN,1990-01-01,,RichcBulk
AB792153D,SYZBUZXHKC,1990-01-01,,RichcBulk
AB185979D,ELDEVWUVWO,1990-01-01,,RichcBulk
AB904924D,FWPFLTWBMP,1990-01-01,,RichcBulk
AB733305D,ORCKGZVAXI,1990-01-01,,RichcBulk
AB959007D,VHWNRFNNHX,1990-01-01,,RichcBulk
AB159563D,VMZPBCZCIW,1990-01-01,,RichcBulk
AB146237D,TFMWUPPPGG,1990-01-01,,RichcBulk
AB954063D,JFJOLCJEAY,1990-01-01,,RichcBulk
AB979833D,UMEAFFOBNX,1990-01-01,,RichcBulk
AB882131D,KLFVISOQIX,1990-01-01,,RichcBulk
AB166447D,MSAMWUKQSM,1990-01-01,,RichcBulk
AB463002D,ALCMYKKMTZ,1990-01-01,,RichcBulk
AB764032D,ZLQJKQTJTY,1990-01-01,,RichcBulk
AB757546D,SZDGZKRZNL,1990-01-01,,RichcBulk
AB524692D,UKWLSVLMYI,1990-01-01,,RichcBulk
AB715884D,XOIVMWBATL,1990-01-01,,RichcBulk
AB409005D,PHHVALHTUZ,1990-01-01,,RichcBulk
AB375444D,VJQZNPVXVU,1990-01-01,,RichcBulk
AB386745D,FRTTNQEBFD,1990-01-01,,RichcBulk
AB582182D,LCRXUTDIEZ,1990-01-01,,RichcBulk
AB354918D,SSBKAEVTEE,1990-01-01,,RichcBulk
AB739954D,UVLKOJGOOM,1990-01-01,,RichcBulk
AB400344D,TALIQHALLP,1990-01-01,,RichcBulk
AB988764D,VYLMJEKLHN,1990-01-01,,RichcBulk
AB964906D,EAMYTDIEPG,1990-01-01,,RichcBulk
AB485826D,XBWOSWVHEF,1990-01-01,,RichcBulk
AB592570D,VAXBXVBNHZ,1990-01-01,,RichcBulk
AB862044D,QTENXIJCEW,1990-01-01,,RichcBulk
AB229415D,EXCWKGCJWQ,1990-01-01,,RichcBulk
AB409312D,UJJOPPATXU,1990-01-01,,RichcBulk
AB163927D,UVMMKYYVHS,1990-01-01,,RichcBulk
AB511293D,UAYVNPXUZK,1990-01-01,,RichcBulk
AB949568D,UVSMNJJRMT,1990-01-01,,RichcBulk
AB567265D,YHHSJKAQDA,1990-01-01,,RichcBulk
AB166704D,YXAUSOOVFN,1990-01-01,,RichcBulk
AB536428D,HWKMJNGZAH,1990-01-01,,RichcBulk
AB298990D,XLSJDADXUS,1990-01-01,,RichcBulk
AB840012D,GBXEQNDCQJ,1990-01-01,,RichcBulk
AB205867D,PUNFOLATXY,1990-01-01,,RichcBulk
AB268968D,ZLBQXQCZNH,1990-01-01,,RichcBulk
AB369350D,USUYZIFUDV,1990-01-01,,RichcBulk
AB510206D,OSDXXJWDNA,1990-01-01,,RichcBulk
AB673626D,YQWSEGGCCH,1990-01-01,,RichcBulk
AB916475D,XQXDQWNIDB,1990-01-01,,RichcBulk
AB155309D,OAGKUUMNKI,1990-01-01,,RichcBulk
AB629604D,BNHFNNPONH,1990-01-01,,RichcBulk
AB687618D,NEDNXSEUPL,1990-01-01,,RichcBulk
AB303959D,ZRYCUBCFEP,1990-01-01,,RichcBulk
AB262640D,KWMGTWVNFK,1990-01-01,,RichcBulk
AB784279D,WPWNXAPXMM,1990-01-01,,RichcBulk
AB219647D,GNVLQMDRRI,1990-01-01,,RichcBulk
AB453570D,XDFPSDNJSD,1990-01-01,,RichcBulk
AB763359D,GPKKAIBJTJ,1990-01-01,,RichcBulk
AB507350D,XDSWXIQGDZ,1990-01-01,,RichcBulk
AB653016D,YYASMGVAIL,1990-01-01,,RichcBulk
AB508676D,WSJLNZQGEG,1990-01-01,,RichcBulk
AB832609D,LAXLPDWVQY,1990-01-01,,RichcBulk
AB178492D,FIRZZCPDKH,1990-01-01,,RichcBulk
AB624555D,IIMERIGJSV,1990-01-01,,RichcBulk
AB368118D,LJCMHXCRLS,1990-01-01,,RichcBulk
AB227246D,OCFIXAFXSS,1990-01-01,,RichcBulk
AB833978D,MLKZFCKHPN,1990-01-01,,RichcBulk
AB632030D,GUAWKODEQX,1990-01-01,,RichcBulk
AB101372D,GYEIBAIUZO,1990-01-01,,RichcBulk
AB716192D,GUEDFWCGRV,1990-01-01,,RichcBulk
AB517040D,FHRJTDNTYY,1990-01-01,,RichcBulk
AB137599D,KMWQVKDIFE,1990-01-01,,RichcBulk
AB169543D,MYIBGTPYVN,1990-01-01,,RichcBulk
AB539925D,ULXGPZEWSO,1990-01-01,,RichcBulk
AB842970D,AIULUOEXXC,1990-01-01,,RichcBulk
AB723179D,NPUOGFZAUP,1990-01-01,,RichcBulk
AB857536D,HOWUBFSWMF,1990-01-01,,RichcBulk
AB110913D,VJSOLSWOEV,1990-01-01,,RichcBulk
AB901347D,SOYWSTTUKN,1990-01-01,,RichcBulk
AB533766D,IRHQRUOARE,1990-01-01,,RichcBulk
AB234897D,KWXYORCLQT,1990-01-01,,RichcBulk
AB195296D,JTSPLISIVT,1990-01-01,,RichcBulk
AB762453D,CMLVGGYKNW,1990-01-01,,RichcBulk
AB101859D,AMLWUDVVLN,1990-01-01,,RichcBulk
AB349126D,BUOZEYUFZZ,1990-01-01,,RichcBulk
AB954695D,QUZNCTQAWA,1990-01-01,,RichcBulk
AB306544D,DVXJPCUTIJ,1990-01-01,,RichcBulk
AB245550D,CNTRAETYEW,1990-01-01,,RichcBulk
AB983427D,QRVDQAYXDV,1990-01-01,,RichcBulk
AB425790D,ZSUTOIFLTA,1990-01-01,,RichcBulk
AB135805D,FTVLNYGLDL,1990-01-01,,RichcBulk
AB706225D,LSSGJTYFES,1990-01-01,,RichcBulk
AB605628D,KZFZCIGZCZ,1990-01-01,,RichcBulk
AB536212D,LJILCVCYVH,1990-01-01,,RichcBulk
AB646956D,HGDXYLLAPL,1990-01-01,,RichcBulk
AB642200D,ZUHQPJCISW,1990-01-01,,RichcBulk
AB703861D,BYDXMSYHLQ,1990-01-01,,RichcBulk
